report_date,mall,media,campaign_id,campaign_name,impressions,clicks,cost,conversions,conversion_value
2026-01-23,cloop,meta,,FB_애사비소다_판매_03,49428,470,453753.0,24.0,1309305.0
2026-01-23,cloop,meta,,FB_애사비소다_판매_TCPA_01,74499,1373,1006281.0,96.0,5587348.0
2026-01-23,cloop,meta,,FB_애사비소다_판매_TROAS_01,77650,1163,940844.0,79.0,5326236.0
2026-01-23,cloop,meta,,FB_제로소다_프로모션_결제시작_수동_01,0,0,0.0,0.0,0.0
2026-01-23,cloop,meta,,FB_프로모션_허브_수동_판매_02,0,0,0.0,1.0,89900.0
2026-01-23,cloop,meta,,FB_프로모션_허브_판매_결제시작_02,0,0,0.0,1.0,68900.0
2026-01-23,cloop,meta,,FB_프로모션_허브_판매_전환값최대화_02,0,0,0.0,2.0,81400.0
2026-01-23,cloop,meta,,FB_화이바_판매_01,42156,523,617031.0,59.0,3041280.0
2026-01-23,cloop,meta,,FB_화이바_판매_02 (결제시작),51088,1262,387551.0,17.0,834493.0
2026-01-23,cloop,meta,,FB_화이바_판매_03 (전환값최대화),45497,616,702132.0,53.0,3087145.0
2026-01-23,cloop,meta,,FB_화이바_판매_04 (전환값최대화/결제시작),25284,736,400627.0,21.0,1378217.0
2026-01-24,cloop,meta,,FB_귤사비소다_판매_01,94589,864,953378.0,58.0,3165968.0
2026-01-24,cloop,meta,,FB_귤사비소다_판매_결제시작_01,124649,1309,1418463.0,109.0,5452467.0
2026-01-24,cloop,meta,,FB_매사비소다_판매_01,169307,1675,1723971.0,94.0,4571062.0
2026-01-24,cloop,meta,,FB_애사비소다_96골라담기_판매_01,222357,3125,1920912.0,171.0,8664050.0
2026-01-24,cloop,meta,,FB_애사비소다_96골라담기_판매_01 (전환값최대화),0,0,0.0,0.0,0.0
2026-01-24,cloop,meta,,FB_애사비소다_판매_01 (전환값최대화),59942,874,846111.0,44.0,2923293.0
2026-01-24,cloop,meta,,FB_애사비소다_판매_03,39862,422,396397.0,13.0,724011.0
2026-01-24,cloop,meta,,FB_애사비소다_판매_TCPA_01,108234,2196,1416592.0,120.0,6530818.0
2026-01-24,cloop,meta,,FB_애사비소다_판매_TROAS_01,84394,1356,1327959.0,99.0,5856323.0
2026-01-24,cloop,meta,,FB_프로모션_허브_수동_판매_02,0,0,0.0,1.0,90900.0
2026-01-24,cloop,meta,,FB_프로모션_허브_판매_결제시작_02,0,0,0.0,0.0,0.0
2026-01-24,cloop,meta,,FB_프로모션_허브_판매_전환값최대화_02,0,0,0.0,0.0,0.0
2026-01-24,cloop,meta,,FB_화이바_판매_01,75201,983,805669.0,48.0,2397474.0
2026-01-24,cloop,meta,,FB_화이바_판매_02 (결제시작),43893,1187,430060.0,16.0,924555.0
2026-01-24,cloop,meta,,FB_화이바_판매_03 (전환값최대화),74062,1281,1061280.0,53.0,3540577.0
2026-01-24,cloop,meta,,FB_화이바_판매_04 (전환값최대화/결제시작),30469,925,407012.0,14.0,822646.0
2026-01-25,cloop,meta,,FB_귤사비소다_판매_01,85363,852,990587.0,80.0,3790582.0
2026-01-25,cloop,meta,,FB_귤사비소다_판매_결제시작_01,134122,1255,1509354.0,88.0,4578694.0
2026-01-25,cloop,meta,,FB_매사비소다_판매_01,180494,1758,1798791.0,93.0,4829794.0
2026-01-25,cloop,meta,,FB_애사비소다_96골라담기_판매_01,272886,3501,2343883.0,200.0,10487666.0
2026-01-25,cloop,meta,,FB_애사비소다_96골라담기_판매_01 (전환값최대화),0,0,0.0,0.0,0.0
2026-01-25,cloop,meta,,FB_애사비소다_판매_01 (전환값최대화),74187,1131,956645.0,50.0,3255717.0
2026-01-25,cloop,meta,,FB_애사비소다_판매_03,67106,555,482241.0,36.0,1676021.0
2026-01-25,cloop,meta,,FB_애사비소다_판매_TCPA_01,80862,1694,1181708.0,115.0,6414980.0
2026-01-25,cloop,meta,,FB_애사비소다_판매_TROAS_01,36574,896,649367.0,58.0,3726895.0
2026-01-25,cloop,meta,,FB_프로모션_허브_수동_판매_02,0,0,0.0,1.0,78900.0
2026-01-25,cloop,meta,,FB_프로모션_허브_판매_전환값최대화_02,0,0,0.0,0.0,0.0
2026-01-25,cloop,meta,,FB_화이바_판매_01,52016,752,712286.0,39.0,2101011.0
2026-01-25,cloop,meta,,FB_화이바_판매_02 (결제시작),46667,1258,513349.0,29.0,1768865.0
2026-01-25,cloop,meta,,FB_화이바_판매_03 (전환값최대화),69892,1345,1271006.0,78.0,4968147.0
2026-01-25,cloop,meta,,FB_화이바_판매_04 (전환값최대화/결제시작),16640,438,214351.0,16.0,857072.0
2026-01-26,cloop,meta,,FB_귤사비소다_판매_01,76787,838,952325.0,72.0,3630286.0
2026-01-26,cloop,meta,,FB_귤사비소다_판매_결제시작_01,130955,1497,1523547.0,137.0,6877621.0
2026-01-26,cloop,meta,,FB_매사비소다_판매_01,195344,1515,1781681.0,91.0,4497670.0
2026-01-26,cloop,meta,,FB_애사비소다_96골라담기_판매_01,258544,3268,2376064.0,189.0,9533773.0
2026-01-26,cloop,meta,,FB_애사비소다_96골라담기_판매_01 (전환값최대화),0,0,0.0,0.0,0.0
2026-01-26,cloop,meta,,FB_애사비소다_판매_01 (전환값최대화),86937,1035,957431.0,70.0,4363202.0
2026-01-26,cloop,meta,,FB_애사비소다_판매_03,66654,547,553231.0,25.0,1018419.0
2026-01-26,cloop,meta,,FB_애사비소다_판매_TCPA_01,43511,1093,736147.0,93.0,4993076.0
2026-01-26,cloop,meta,,FB_애사비소다_판매_TROAS_01,54945,959,816509.0,69.0,4311507.0
2026-01-26,cloop,meta,,FB_제로소다_프로모션_결제시작_수동_01,0,0,0.0,1.0,78900.0
2026-01-26,cloop,meta,,FB_프로모션_허브_수동_판매_02,0,0,0.0,1.0,108900.0
2026-01-26,cloop,meta,,FB_프로모션_허브_판매_전환값최대화_02,0,0,0.0,1.0,79900.0
2026-01-26,cloop,meta,,FB_화이바_판매_01,42505,628,740061.0,61.0,2980183.0
2026-01-26,cloop,meta,,FB_화이바_판매_02 (결제시작),9076,251,155960.0,13.0,564365.0
2026-01-26,cloop,meta,,FB_화이바_판매_03 (전환값최대화),92358,1330,1399079.0,81.0,4695516.0
2026-01-26,cloop,meta,,FB_화이바_판매_04 (전환값최대화/결제시작),0,0,0.0,5.0,381944.0
2026-01-27,cloop,meta,,FB_귤사비소다_판매_01,89552,1012,1091136.0,65.0,3384552.0
2026-01-27,cloop,meta,,FB_귤사비소다_판매_결제시작_01,136885,1831,1725526.0,111.0,5150500.0
2026-01-27,cloop,meta,,FB_매사비소다_판매_01,157106,1584,1484786.0,69.0,3736652.0
2026-01-27,cloop,meta,,FB_애사비소다_96골라담기_판매_01,244414,3521,2434782.0,149.0,7920248.0
2026-01-27,cloop,meta,,FB_애사비소다_96골라담기_판매_01 (전환값최대화),0,0,0.0,1.0,48900.0
2026-01-27,cloop,meta,,FB_애사비소다_판매_01 (전환값최대화),86213,1189,927600.0,53.0,3136897.0
2026-01-27,cloop,meta,,FB_애사비소다_판매_03,69733,579,488571.0,46.0,2007289.0
2026-01-27,cloop,meta,,FB_애사비소다_판매_TCPA_01,51284,1028,792074.0,71.0,3675350.0
2026-01-27,cloop,meta,,FB_애사비소다_판매_TROAS_01,96220,1650,1151880.0,104.0,6288827.0
2026-01-27,cloop,meta,,FB_프로모션_허브_판매_전환값최대화_02,0,0,0.0,0.0,0.0
2026-01-27,cloop,meta,,FB_화이바_판매_01,62730,830,1093503.0,60.0,2893177.0
2026-01-27,cloop,meta,,FB_화이바_판매_02 (결제시작),0,0,0.0,0.0,0.0
2026-01-27,cloop,meta,,FB_화이바_판매_03 (전환값최대화),124602,1866,1755123.0,104.0,6467956.0
2026-01-27,cloop,meta,,FB_화이바_판매_04 (전환값최대화/결제시작),0,0,0.0,0.0,0.0
2026-01-28,cloop,meta,,FB_귤사비소다_판매_01,118961,1323,1340213.0,80.0,3867301.0
2026-01-28,cloop,meta,,FB_귤사비소다_판매_결제시작_01,139709,1758,1627862.0,85.0,4039438.0
2026-01-28,cloop,meta,,FB_매사비소다_판매_01,155799,1775,1328072.0,57.0,2944246.0
2026-01-28,cloop,meta,,FB_애사비소다_96골라담기_판매_01,218776,3536,2299391.0,131.0,6801558.0
2026-01-28,cloop,meta,,FB_애사비소다_96골라담기_판매_01 (전환값최대화),0,0,0.0,0.0,0.0
2026-01-28,cloop,meta,,FB_애사비소다_판매_01 (전환값최대화),87743,1174,1011811.0,53.0,3291910.0
2026-01-28,cloop,meta,,FB_애사비소다_판매_03,67623,495,399593.0,28.0,1593792.0
2026-01-28,cloop,meta,,FB_애사비소다_판매_TCPA_01,17592,456,280339.0,30.0,1381006.0
2026-01-28,cloop,meta,,FB_애사비소다_판매_TROAS_01,68431,1334,1005562.0,76.0,5107140.0
2026-01-28,cloop,meta,,FB_화이바_판매_01,72000,999,1070348.0,41.0,2094164.0
2026-01-28,cloop,meta,,FB_화이바_판매_02 (결제시작),0,0,0.0,1.0,46800.0
2026-01-28,cloop,meta,,FB_화이바_판매_03 (전환값최대화),116299,1954,1853166.0,94.0,5729340.0
2026-01-28,cloop,meta,,FB_화이바_판매_04 (전환값최대화/결제시작),0,0,0.0,0.0,0.0
2026-01-29,cloop,meta,,FB_귤사비소다_판매_01,86619,938,1096554.0,65.0,3197672.0
2026-01-29,cloop,meta,,FB_귤사비소다_판매_결제시작_01,128126,1488,1448905.0,73.0,3715742.0
2026-01-29,cloop,meta,,FB_매사비소다_판매_01,132278,1439,1317972.0,57.0,3443608.0
2026-01-29,cloop,meta,,FB_애사비소다_96골라담기_판매_01,190942,2599,2114733.0,111.0,5564694.0
2026-01-29,cloop,meta,,FB_애사비소다_96골라담기_판매_01 (전환값최대화),0,0,0.0,1.0,90900.0
2026-01-29,cloop,meta,,FB_애사비소다_96골라담기_판매_02 (전환값최대화),5626,105,91161.0,6.0,419400.0
2026-01-29,cloop,meta,,FB_애사비소다_판매_01 (전환값최대화),90212,1138,1052430.0,51.0,2831426.0
2026-01-29,cloop,meta,,FB_애사비소다_판매_03,76462,580,533356.0,25.0,1407146.0
2026-01-29,cloop,meta,,FB_애사비소다_판매_TCPA_01,20992,438,331573.0,27.0,1269382.0
2026-01-29,cloop,meta,,FB_애사비소다_판매_TROAS_01,29361,641,461750.0,31.0,1918452.0
2026-01-29,cloop,meta,,FB_화이바_판매_01,56367,764,863319.0,35.0,1673255.0
2026-01-29,cloop,meta,,FB_화이바_판매_02 (결제시작),0,0,0.0,0.0,0.0
2026-01-29,cloop,meta,,FB_화이바_판매_03 (전환값최대화),99270,1479,1781257.0,67.0,4174048.0
2026-01-29,cloop,meta,,FB_화이바_판매_04 (전환값최대화/결제시작),0,0,0.0,0.0,0.0
2026-01-30,cloop,meta,,FB_귤사비소다_판매_01,83895,980,1026211.0,60.0,2978770.0
2026-01-30,cloop,meta,,FB_귤사비소다_판매_결제시작_01,163349,1816,1657982.0,80.0,4160759.0
2026-01-30,cloop,meta,,FB_매사비소다_판매_01,150013,1219,1308971.0,78.0,4190732.0
2026-01-30,cloop,meta,,FB_애사비소다_96골라담기_판매_01,226210,2572,2172132.0,100.0,5010829.0
2026-01-30,cloop,meta,,FB_애사비소다_96골라담기_판매_02 (전환값최대화),11506,232,190064.0,8.0,466042.0
2026-01-30,cloop,meta,,FB_애사비소다_판매_01 (전환값최대화),100374,1086,1068154.0,63.0,3816273.0
2026-01-30,cloop,meta,,FB_애사비소다_판매_03,91635,646,593223.0,32.0,1793491.0
2026-01-30,cloop,meta,,FB_애사비소다_판매_TCPA_01,10736,94,117562.0,13.0,514052.0
2026-01-30,cloop,meta,,FB_애사비소다_판매_TROAS_01,7069,126,119662.0,9.0,575811.0
2026-01-30,cloop,meta,,FB_화이바_판매_01,47991,614,768889.0,38.0,2181179.0
2026-01-30,cloop,meta,,FB_화이바_판매_02 (결제시작),0,0,0.0,0.0,0.0
2026-01-30,cloop,meta,,FB_화이바_판매_03 (전환값최대화),105915,1249,1824080.0,79.0,4860196.0
2026-01-31,cloop,meta,,FB_귤사비소다_판매_01,90131,1110,1020062.0,64.0,3336258.0
2026-01-31,cloop,meta,,FB_귤사비소다_판매_결제시작_01,164837,1979,1608535.0,114.0,5376653.0
2026-01-31,cloop,meta,,FB_매사비소다_판매_01,149498,1392,1255136.0,71.0,4013493.0
2026-01-31,cloop,meta,,FB_애사비소다_96골라담기_판매_01,220965,3137,2113015.0,140.0,6937800.0
2026-01-31,cloop,meta,,FB_애사비소다_96골라담기_판매_02 (전환값최대화),12283,275,198786.0,15.0,1010359.0
2026-01-31,cloop,meta,,FB_애사비소다_판매_01 (전환값최대화),102101,1190,1115326.0,54.0,3228328.0
2026-01-31,cloop,meta,,FB_애사비소다_판매_03,75946,685,601242.0,44.0,2109600.0
2026-01-31,cloop,meta,,FB_애사비소다_판매_TCPA_01,12719,175,126202.0,14.0,718909.0
2026-01-31,cloop,meta,,FB_애사비소다_판매_TROAS_01,44872,663,538277.0,32.0,1981317.0
2026-01-31,cloop,meta,,FB_화이바_판매_01,59344,680,748665.0,25.0,1184843.0
2026-01-31,cloop,meta,,FB_화이바_판매_03 (전환값최대화),101924,1626,1730709.0,67.0,3680515.0
2026-02-01,cloop,meta,,FB_귤사비소다_판매_01,107592,1259,1249199.0,87.0,4713391.0
2026-02-01,cloop,meta,,FB_귤사비소다_판매_결제시작_01,205750,2588,1880131.0,124.0,5855726.0
2026-02-01,cloop,meta,,FB_매사비소다_판매_01,137923,1449,1291273.0,61.0,3399455.0
2026-02-01,cloop,meta,,FB_애사비소다_96골라담기_판매_01,303164,3523,2652605.0,203.0,10532208.0
2026-02-01,cloop,meta,,FB_애사비소다_96골라담기_판매_02 (전환값최대화),14069,323,222478.0,19.0,1254600.0
2026-02-01,cloop,meta,,FB_애사비소다_판매_01 (전환값최대화),127435,1518,1283062.0,86.0,4831809.0
2026-02-01,cloop,meta,,FB_애사비소다_판매_03,95978,901,788996.0,72.0,3746144.0
2026-02-01,cloop,meta,,FB_애사비소다_판매_TCPA_01,9123,122,102079.0,16.0,676508.0
2026-02-01,cloop,meta,,FB_애사비소다_판매_TROAS_01,39640,833,599042.0,69.0,4101737.0
2026-02-01,cloop,meta,,FB_화이바_판매_01,50536,840,787473.0,54.0,2734996.0
2026-02-01,cloop,meta,,FB_화이바_판매_02 (결제시작),0,0,0.0,0.0,0.0
2026-02-01,cloop,meta,,FB_화이바_판매_03 (전환값최대화),109830,1834,1811778.0,99.0,6213420.0
2026-02-02,cloop,meta,,FB_귤사비소다_판매_01,109834,1357,1291487.0,97.0,5352242.0
2026-02-02,cloop,meta,,FB_귤사비소다_판매_결제시작_01,186455,2317,1973306.0,115.0,5750337.0
2026-02-02,cloop,meta,,FB_매사비소다_판매_01,140672,1621,1301294.0,78.0,4841740.0
2026-02-02,cloop,meta,,FB_애사비소다_96골라담기_판매_01,218132,2619,2101035.0,159.0,7995999.0
2026-02-02,cloop,meta,,FB_애사비소다_96골라담기_판매_02 (전환값최대화),14680,317,256572.0,19.0,1246793.0
2026-02-02,cloop,meta,,FB_애사비소다_판매_01 (전환값최대화),113185,1554,1395569.0,75.0,5119923.0
2026-02-02,cloop,meta,,FB_애사비소다_판매_03,117876,1166,1006810.0,65.0,3794008.0
2026-02-02,cloop,meta,,FB_애사비소다_판매_TCPA_01,9289,106,87534.0,9.0,388300.0
2026-02-02,cloop,meta,,FB_애사비소다_판매_TROAS_01,26941,509,454214.0,46.0,3058627.0
2026-02-02,cloop,meta,,FB_프로모션_허브_수동_판매_02,86895,1016,797856.0,40.0,2201662.0
2026-02-02,cloop,meta,,FB_프로모션_허브_판매_02,58505,760,792897.0,48.0,2927929.0
2026-02-02,cloop,meta,,FB_프로모션_허브_판매_전환값최대화_02,57089,761,732764.0,39.0,2839805.0
2026-02-02,cloop,meta,,FB_화이바_판매_01,40810,775,601617.0,34.0,1938150.0
2026-02-02,cloop,meta,,FB_화이바_판매_03 (전환값최대화),74046,1301,1521327.0,87.0,5879654.0
2026-02-03,cloop,meta,,FB_귤사비소다_판매_01,117930,1379,1380002.0,117.0,6717526.0
2026-02-03,cloop,meta,,FB_귤사비소다_판매_결제시작_01,151801,2088,1704088.0,93.0,4332665.0
2026-02-03,cloop,meta,,FB_매사비소다_판매_01,116012,1543,1076459.0,60.0,3469863.0
2026-02-03,cloop,meta,,FB_애사비소다_96골라담기_판매_01,198862,2927,2224468.0,176.0,9320396.0
2026-02-03,cloop,meta,,FB_애사비소다_96골라담기_판매_02 (전환값최대화),21067,410,317638.0,26.0,1436731.0
2026-02-03,cloop,meta,,FB_애사비소다_판매_01 (전환값최대화),147670,1746,1349881.0,62.0,3877213.0
2026-02-03,cloop,meta,,FB_애사비소다_판매_03,113873,1169,943992.0,81.0,4340345.0
2026-02-03,cloop,meta,,FB_애사비소다_판매_TCPA_01,8055,141,118914.0,20.0,997891.0
2026-02-03,cloop,meta,,FB_애사비소다_판매_TROAS_01,68626,1578,1078736.0,72.0,4401726.0
2026-02-03,cloop,meta,,FB_프로모션_허브_수동_판매_02,105252,1165,1008752.0,64.0,3802132.0
2026-02-03,cloop,meta,,FB_프로모션_허브_판매_02,86283,963,1021108.0,71.0,4291389.0
2026-02-03,cloop,meta,,FB_프로모션_허브_판매_전환값최대화_02,79971,1052,971875.0,53.0,3759177.0
2026-02-03,cloop,meta,,FB_화이바_판매_01,36426,604,626105.0,38.0,1824276.0
2026-02-03,cloop,meta,,FB_화이바_판매_03 (전환값최대화),85625,1990,1477345.0,81.0,4970620.0
2026-02-04,cloop,meta,,FB_귤사비소다_판매_01,122252,1278,1403884.0,168.0,8865998.0
2026-02-04,cloop,meta,,FB_귤사비소다_판매_결제시작_01,140152,1800,1695376.0,218.0,10592091.0
2026-02-04,cloop,meta,,FB_매사비소다_판매_01,92470,1292,958418.0,138.0,7994548.0
2026-02-04,cloop,meta,,FB_애사비소다_96골라담기_판매_01,220807,2378,2217254.0,318.0,16100264.0
2026-02-04,cloop,meta,,FB_애사비소다_96골라담기_판매_02 (전환값최대화),24188,296,353100.0,29.0,1779000.0
2026-02-04,cloop,meta,,FB_애사비소다_판매_01 (전환값최대화),111870,1012,1120981.0,121.0,7120806.0
2026-02-04,cloop,meta,,FB_애사비소다_판매_03,67124,677,600702.0,88.0,4639370.0
2026-02-04,cloop,meta,,FB_애사비소다_판매_TCPA_01,84479,1046,1010170.0,79.0,3754089.0
2026-02-04,cloop,meta,,FB_애사비소다_판매_TROAS_01,86446,1075,1196032.0,121.0,7206626.0
2026-02-04,cloop,meta,,FB_프로모션_허브_수동_판매_02,93618,965,951128.0,63.0,3870121.0
2026-02-04,cloop,meta,,FB_프로모션_허브_판매_02,74383,794,801630.0,35.0,1860737.0
2026-02-04,cloop,meta,,FB_프로모션_허브_판매_전환값최대화_02,72648,1032,1019645.0,52.0,3626139.0
2026-02-04,cloop,meta,,FB_화이바_판매_01,35490,566,730628.0,109.0,5628138.0
2026-02-04,cloop,meta,,FB_화이바_판매_03 (전환값최대화),67372,1006,1254951.0,157.0,9570937.0
2026-02-05,cloop,meta,,FB_귤사비소다_판매_01,101669,1093,1314752.0,86.0,4914887.0
2026-02-05,cloop,meta,,FB_귤사비소다_판매_결제시작_01,85158,1012,1132477.0,47.0,2562225.0
2026-02-05,cloop,meta,,FB_매사비소다_판매_01,106160,1396,1208083.0,76.0,4120373.0
2026-02-05,cloop,meta,,FB_애사비소다_96골라담기_판매_01,210510,2830,2310368.0,144.0,6932428.0
2026-02-05,cloop,meta,,FB_애사비소다_96골라담기_판매_02 (전환값최대화),26531,490,376492.0,24.0,1553055.0
2026-02-05,cloop,meta,,FB_애사비소다_판매_01 (전환값최대화),78835,1074,965400.0,63.0,3907604.0
2026-02-05,cloop,meta,,FB_애사비소다_판매_03,79550,859,751594.0,65.0,3600302.0
2026-02-05,cloop,meta,,FB_애사비소다_판매_TCPA_01,78905,984,1029190.0,58.0,2836862.0
2026-02-05,cloop,meta,,FB_애사비소다_판매_TROAS_01,76022,1960,1216436.0,84.0,5154098.0
2026-02-05,cloop,meta,,FB_프로모션_허브_수동_판매_02,69961,643,725559.0,41.0,2732710.0
2026-02-05,cloop,meta,,FB_프로모션_허브_판매_02,40817,411,478642.0,25.0,1555121.0
2026-02-05,cloop,meta,,FB_프로모션_허브_판매_전환값최대화_02,76374,812,1020184.0,81.0,5321328.0
2026-02-05,cloop,meta,,FB_화이바_판매_01,43412,514,830196.0,45.0,2143234.0
2026-02-05,cloop,meta,,FB_화이바_판매_03 (전환값최대화),66540,1588,1200303.0,64.0,4039905.0
2026-02-06,cloop,meta,,FB_귤사비소다_판매_01,74938,950,842510.0,49.0,2718547.0
2026-02-06,cloop,meta,,FB_귤사비소다_판매_02 (전환값최대화),40601,309,514594.0,12.0,662002.0
2026-02-06,cloop,meta,,FB_귤사비소다_판매_결제시작_01,77991,907,1081305.0,55.0,2679524.0
2026-02-06,cloop,meta,,FB_매사비소다_판매_01,79797,1103,913028.0,49.0,3026218.0
2026-02-06,cloop,meta,,FB_애사비소다_96골라담기_판매_01,161562,1993,1633198.0,89.0,4535486.0
2026-02-06,cloop,meta,,FB_애사비소다_96골라담기_판매_02 (전환값최대화),25473,436,397237.0,29.0,1814012.0
2026-02-06,cloop,meta,,FB_애사비소다_판매_01 (전환값최대화),56623,713,750564.0,53.0,3105015.0
2026-02-06,cloop,meta,,FB_애사비소다_판매_03,82238,732,683248.0,49.0,2964300.0
2026-02-06,cloop,meta,,FB_애사비소다_판매_TCPA_01,10208,212,122013.0,18.0,906472.0
2026-02-06,cloop,meta,,FB_애사비소다_판매_TROAS_01,7090,209,156341.0,25.0,1593312.0
2026-02-06,cloop,meta,,FB_프로모션_허브_수동_판매_02,84154,740,758529.0,30.0,1623685.0
2026-02-06,cloop,meta,,FB_프로모션_허브_판매_02,0,0,0.0,4.0,252522.0
2026-02-06,cloop,meta,,FB_프로모션_허브_판매_전환값최대화_02,83989,1117,1033355.0,43.0,2932083.0
2026-02-06,cloop,meta,,FB_화이바_판매_01,41403,500,784665.0,55.0,2464427.0
2026-02-06,cloop,meta,,FB_화이바_판매_03 (전환값최대화),35343,658,735173.0,52.0,2998353.0
2026-02-07,cloop,meta,,FB_귤사비소다_판매_01,55620,603,660546.0,42.0,2001058.0
2026-02-07,cloop,meta,,FB_귤사비소다_판매_02 (전환값최대화),42849,617,514645.0,28.0,1429797.0
2026-02-07,cloop,meta,,FB_귤사비소다_판매_결제시작_01,76888,734,993487.0,83.0,4402975.0
2026-02-07,cloop,meta,,FB_매사비소다_판매_01,81363,1245,957812.0,69.0,4197622.0
2026-02-07,cloop,meta,,FB_애사비소다_96골라담기_판매_01,161146,1812,1570923.0,121.0,6206286.0
2026-02-07,cloop,meta,,FB_애사비소다_96골라담기_판매_02 (전환값최대화),29155,584,470245.0,36.0,2341091.0
2026-02-07,cloop,meta,,FB_애사비소다_판매_01 (전환값최대화),63371,988,844196.0,48.0,2872036.0
2026-02-07,cloop,meta,,FB_애사비소다_판매_03,68121,624,537204.0,31.0,1753122.0
2026-02-07,cloop,meta,,FB_애사비소다_판매_TCPA_01,24092,358,292024.0,20.0,1125493.0
2026-02-07,cloop,meta,,FB_애사비소다_판매_TROAS_01,33850,702,606765.0,46.0,2598500.0
2026-02-07,cloop,meta,,FB_프로모션_허브_수동_판매_02,47881,607,517802.0,37.0,2255880.0
2026-02-07,cloop,meta,,FB_프로모션_허브_판매_02,0,0,0.0,1.0,49773.0
2026-02-07,cloop,meta,,FB_프로모션_허브_판매_전환값최대화_02,71285,1032,995878.0,53.0,3693490.0
2026-02-07,cloop,meta,,FB_화이바_판매_01,42652,528,780553.0,61.0,2767651.0
2026-02-07,cloop,meta,,FB_화이바_판매_03 (전환값최대화),15864,401,378709.0,21.0,1507267.0
2026-02-08,cloop,meta,,FB_귤사비소다_판매_01,72422,855,768763.0,62.0,3090255.0
2026-02-08,cloop,meta,,FB_귤사비소다_판매_02 (전환값최대화),26022,296,340568.0,28.0,1335100.0
2026-02-08,cloop,meta,,FB_귤사비소다_판매_결제시작_01,90332,1123,1160039.0,113.0,6357678.0
2026-02-08,cloop,meta,,FB_매사비소다_판매_01,122599,1553,1250696.0,104.0,5944772.0
2026-02-08,cloop,meta,,FB_애사비소다_96골라담기_판매_01,193143,2436,1831450.0,164.0,8614023.0
2026-02-08,cloop,meta,,FB_애사비소다_96골라담기_판매_02 (전환값최대화),31204,669,561590.0,57.0,3387888.0
2026-02-08,cloop,meta,,FB_애사비소다_판매_01 (전환값최대화),62783,961,942873.0,66.0,4024660.0
2026-02-08,cloop,meta,,FB_애사비소다_판매_03,63103,579,533732.0,48.0,2844454.0
2026-02-08,cloop,meta,,FB_애사비소다_판매_TCPA_01,6259,100,81870.0,19.0,967972.0
2026-02-08,cloop,meta,,FB_애사비소다_판매_TROAS_01,11542,342,319918.0,45.0,2668025.0
2026-02-08,cloop,meta,,FB_프로모션_허브_수동_판매_02,38011,637,489114.0,49.0,2868601.0
2026-02-08,cloop,meta,,FB_프로모션_허브_판매_02,0,0,0.0,11.0,696942.0
2026-02-08,cloop,meta,,FB_프로모션_허브_판매_전환값최대화_02,95764,1205,1258292.0,120.0,8363028.0
2026-02-08,cloop,meta,,FB_화이바_판매_01,58932,744,1044476.0,72.0,3729521.0
2026-02-08,cloop,meta,,FB_화이바_판매_03 (전환값최대화),11161,296,242911.0,39.0,2655150.0
2026-02-09,cloop,meta,,FB_귤사비소다_판매_01,77017,787,759404.0,56.0,3015481.0
2026-02-09,cloop,meta,,FB_귤사비소다_판매_02 (전환값최대화),25619,362,301477.0,15.0,724100.0
2026-02-09,cloop,meta,,FB_귤사비소다_판매_결제시작_01,75653,918,990964.0,75.0,3886230.0
2026-02-09,cloop,meta,,FB_매사비소다_판매_01,117011,1346,1234948.0,92.0,5460478.0
2026-02-09,cloop,meta,,FB_애사비소다_96골라담기_판매_01,171128,1855,1578306.0,114.0,6043033.0
2026-02-09,cloop,meta,,FB_애사비소다_96골라담기_판매_02 (전환값최대화),39624,618,571559.0,45.0,2817932.0
2026-02-09,cloop,meta,,FB_애사비소다_판매_01 (전환값최대화),63563,878,937098.0,68.0,4661897.0
2026-02-09,cloop,meta,,FB_애사비소다_판매_03,55834,533,532865.0,42.0,2120536.0
2026-02-09,cloop,meta,,FB_애사비소다_판매_TCPA_01,4816,116,63914.0,10.0,527000.0
2026-02-09,cloop,meta,,FB_애사비소다_판매_TROAS_01,60694,679,809866.0,52.0,3579386.0
2026-02-09,cloop,meta,,FB_프로모션_허브_수동_판매_02,11536,150,142978.0,26.0,1364741.0
2026-02-09,cloop,meta,,FB_프로모션_허브_판매_02,0,0,0.0,3.0,172500.0
2026-02-09,cloop,meta,,FB_프로모션_허브_판매_전환값최대화_02,116457,1488,1407861.0,98.0,6627686.0
2026-02-09,cloop,meta,,FB_화이바_판매_01,47456,598,1002995.0,47.0,2495213.0
2026-02-09,cloop,meta,,FB_화이바_판매_03 (전환값최대화),15866,339,285357.0,18.0,1057483.0
2026-02-10,cloop,meta,,FB_귤사비소다_판매_01,82270,723,822042.0,39.0,2368102.0
2026-02-10,cloop,meta,,FB_귤사비소다_판매_02 (전환값최대화),29297,273,288480.0,15.0,863265.0
2026-02-10,cloop,meta,,FB_귤사비소다_판매_결제시작_01,86544,1018,1199758.0,84.0,4895595.0
2026-02-10,cloop,meta,,FB_매사비소다_판매_01,135214,1506,1487895.0,95.0,5752421.0
2026-02-10,cloop,meta,,FB_애사비소다_96골라담기_판매_01,178266,1898,1759039.0,125.0,6602439.0
2026-02-10,cloop,meta,,FB_애사비소다_96골라담기_판매_02 (전환값최대화),43135,877,571807.0,42.0,2425111.0
2026-02-10,cloop,meta,,FB_애사비소다_판매_01 (전환값최대화),72505,1153,1034611.0,58.0,3652642.0
